shift_id,category,note
S108459,equipment_failure,"scrubber broe down, had to do the floor manually"
S106458,client_requested,"client says stay till 6am, dont know if office approved"
S104579,late_handover,"handover late agn, keys missing"
S102522,client_requested,"client says stay till 06:00, dont know if office approved"
S101853,client_requested,"client says stay till 6, dont know if office approved"
S101531,cover_unspecified,Covered for Wyk again - 3rd time this month
S101187,no_useful_information,
S107895,relief_problem,"still on siet, relief was suppose to come 06:00.."
S106397,relief_problem,client signed for the extra hrs but real reason is relief no show agn
S106711,no_useful_information,ntr
S103587,relief_problem,"aflos het nie opgedaag nie, moes aanbly"
S100408,no_useful_information,ok
S106940,absence_cover,"Dlmini asent, took her rounds as well"
S106816,relief_problem,no relief. stayed. someone must please sort the rooster
S100299,relief_problem,"waited for relief, nobody came through"
S100549,unclear_or_mixed,"requested by centre management for load in, signed off"
S101396,absence_cover,"uMolefe akezanga namhlanje, ngimele yena.."
S100266,client_requested,klient het ekstra ure gevra vir stocktake
S106166,absence_cover,"double duty today, Fourie on family responsibility leave"
S107510,absence_cover,"covering Mahlangu post, no show no call"
S106069,equipment_failure,"gate motor failed, manned it by hand till 0h600"
S107921,unclear_or_mixed,extra hours approved by client for the event setup
S100277,late_handover,shift handover delayed by 20 min
S100712,absence_cover,adams off sick. again. covered.
S104567,no_useful_information,as per normal
S100797,no_useful_information,ok
S108503,no_useful_information,sharp
S106863,no_useful_information,no issues on site
S105139,relief_problem,Next shift guard did not pitch. Had to cover.
S108280,cover_unspecified,stood in for sibiya
S109124,client_requested,Clieent requested deep clean before the audit - approved
S106093,relief_problem,"waited for relief, nobody came through"
S106268,no_useful_information,as per normal
S105124,relief_problem,double shift because relief never pitched
S102948,relief_problem,"relief only arrived six, stayed until then.."
S101081,no_useful_information,nothing to report
S105625,unclear_or_mixed,"additional cover requested by site manager, signed off"
S104037,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S105960,absence_cover,"radebe absent, took her rounds as well"
S100537,absence_cover,Covering for Mavuso - booked off sick..
S109200,no_useful_information,ntr
S102385,cover_unspecified,stood in for Naidoo
S101042,absence_cover,"uNdlovu akezanga namhlanje, ngimele yean"
S108254,absence_cover,Covering for Fourie - booked off siick
S106011,unclear_or_mixed,"extra patrol per client email, approved by office"
S101573,absence_cover,"uNkosi akezanga namhlanje, ngimele yeena"
S105696,absence_cover,"uNkosi akezanga namhlanje, ngimele yena"
S103370,absence_cover,"coovering Baloyi post, no show no call"
S100181,relief_problem,"still on sitee, relief was suppose to come 6am"
S108268,unclear_or_mixed,Radebe off sikc. again. cvered..
S105572,no_useful_information,fine
S103808,absence_cover,"coverign Mavuso post, no show no call"
S101817,relief_problem,double shift because relief never pitched
S108371,no_useful_information,.
S108540,relief_problem,"next shift akafikanga, ngihlale kuze kube 06h00"
S106935,client_requested,"stocktake ran over, client asked us to remain, they knnow they pay for it"
S109156,equipment_failure,"generator fault, stayed to monitor"
S100726,equipment_failure,"gate motor failed, manned it by hand till six"
S103382,relief_problem,"waited for relief, nobody came through"
S102640,unclear_or_mixed,"machine dowwn aggn, took twice as long"
S103033,relief_problem,"aflos het nie opgedaag nie, moes aanbly"
S109286,client_requested,"client wanted extra man on the gate for the event, approved"
S103604,cover_unspecified,stood in for Mokoena
S100052,client_requested,Client requested deep clean before the audit - approved
S107154,no_useful_information,sharp
S107291,unclear_or_mixed,extra hrs approved by client for the event setup
S106495,client_requested,"client wanted extra man on the gate for the event, approved.."
S105669,no_useful_information,
S106182,no_useful_information,all quiet
S103440,equipment_failure,"generator fault, stayed to monitor.."
S100516,absence_cover,"double duy today, adams on family responsibility leave"
S105883,no_useful_information,-
S100363,equipment_failure,"generator fault, stayed to monitor.."
S106025,client_requested,"client says stay till six, dont know if office approved"
S103703,relief_problem,doouble shift bc relief never pitched
S103757,unclear_or_mixed,centre manager requested additional cover for stocktake
S101612,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S102247,late_handover,"waited 20 min for handover, OB book not signed"
S109254,client_requested,"client says stay till six, dont know if office approved.."
S101501,late_handover,"late handover, waiting on paperwork"
S107309,no_useful_information,no incidents
S102584,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S100200,relief_problem,"no replacement sent, ngicela sort this out"
S103476,equipment_failure,"SCRUBBER BROKE DOWN, HAD TO DO THE FLOOR MANUALLY"
S108439,equipment_failure,"lift out of order, everything carried up stairs, took lng"
S108057,absence_cover,"double duty today, Sithole on family responsibility leave !"
S108088,equipment_failure,"masjien is stkkend, alles met die hand geddoen"
S103864,no_useful_information,ok
S101330,no_useful_information,akukho lutho
S108094,unclear_or_mixed,"lift out of orde,r everything carried up stairs, took long"
S108510,no_useful_information,ok
S101480,cover_unspecified,stood in for Dlamini
S109289,relief_problem,client signed for the extra hrs but real reason is relief no show agn
S102835,relief_problem,"relef only arrived 6am, stayed until then.."
S108064,absence_cover,baloyi off sick. agn. covered.
S100548,cover_unspecified,stood in for fourie
S105079,relief_problem,"control room says relief coming, nobody came"
S107135,unclear_or_mixed,Centre mgr requested additional cover for stocktake
S104344,absence_cover,"Jacobs absent, took her rounds as well"
S101630,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S103170,no_useful_information,fine
S101566,no_useful_information,sharp
S102828,no_useful_information,akukho lutho
S107529,absence_cover,"worked through, Zulu at the clinic"
S107515,no_useful_information,akukho lutho
S108864,relief_problem,"aflos het nie opgedaag nie, moes aanbly"
S108457,late_handover,shitf handover delayed by 25 min
S106995,absence_cover,"double duty today, Adams on family responsibility leave"
S104151,late_handover,"handover late again, keys missing"
S103790,absence_cover,"worked through, dlamini at the clinic"
S101197,no_useful_information,ntr
S101718,no_useful_information,fine
S101587,late_handover,"late handover, waitng on paperwork"
S107156,absence_cover,"usithole akezanga namhlanje, ngimeel yena"
S101092,no_useful_information,no issues on site
S106356,absence_cover,"worked through, Sithole at the clinic"
S102632,absence_cover,"uMahlangu akezanga namhlanje, ngimele yena.."
S107359,unclear_or_mixed,"additional cover requested by site manager, signed off"
S102118,no_useful_information,all quiet
S108650,absence_cover,"double duty today, Hendricks on family responsibility leave"
S105655,late_handover,"handover late agn, keys missing"
S107623,unclear_or_mixed,Centre manager requested additional cover for stocktake
S108743,absence_cover,"worked through, Mokoena at the clinic"
S100665,absence_cover,"Molefe absent, took her rounds as well"
S103435,absence_cover,"gedek vir Wyk, siek gemeld"
S106108,relief_problem,RELIEF NO SHOW AGAIN
S105842,relief_problem,"relief never arrived, stayed on till six"
S106086,unclear_or_mixed,"extra patrol per client email, approved by office !"
S104859,unclear_or_mixed,"extra patrol per client email, approved by office"
S107212,no_useful_information,
S103756,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S104304,relief_problem,double shift because relief never pitched
S100332,absence_cover,"covering Zulu post, no show no call"
S102371,absence_cover,Khumalo off sick. again. covered.
S107991,cover_unspecified,Covered for Ndlovu agn - 3rd time this month
S100302,client_requested,client requested deep clean before the audit - approved
S102062,absence_cover,"double duty today, Pillay on family responsibility leave"
S107810,late_handover,"oorhandiging was laat, gewag vir sleutels"
S106116,absence_cover,"gedek vir Zulu, siek gemeld.."
S104043,late_handover,"waited 25 min for handover, OB book not signed"
S104333,relief_problem,Next shift guard did not pitch. Had to cover.
S104906,equipment_failure,"machine down agn, took twice as long"
S105451,no_useful_information,all quiet
S108872,late_handover,"late handover, waiting on paperwork"
S108027,client_requested,klient het ekstra ure gevra vir stocktake
S107476,absence_cover,"worked through, Sibiya at the clinic"
S102766,no_useful_information,.
S103672,no_useful_information,no issues on site
S105472,no_useful_information,-
S107747,equipment_failure,"machine down agn, took twice as long"
S107208,late_handover,shift handover delayed by 30 min !
S107555,late_handover,SHIFT HANDOVER DELAYED BY 40 MIN
S100891,relief_problem,no relief. stayed. someone must please srt the roster
S106282,client_requested,"CLIENT ASKED US TO STAY FOR THE DELIVERY, OK'D BY CENTRE MGMT"
S102843,no_useful_information,as per normal
S109339,relief_problem,double shift beacuse relief never pitched
S104674,no_useful_information,quiet shift
S102694,no_useful_information,ok
S101629,unclear_or_mixed,Cetre manager requested additional cover for stocktake
S109086,no_useful_information,nothing to report
S108692,client_requested,klient het ekstra ure gevra vir stocktake
S107462,late_handover,"handover late again, keys missing"
S106103,cover_unspecified,covered for molefe again - 3rd time this month
S105103,no_useful_information,-
S106879,absence_cover,"uMavuso akezana namhlanje, ngimele yean"
S104654,late_handover,"handover late again, keys missing"
S101764,unclear_or_mixed,"STOCKTAKE RAN OVER, CLIENT ASKD US TO REMAIN, THEY KNOW THEY PAY FOR IT.."
S100498,client_requested,"stocktake ran over, client asked us to remain, they know tehy pay for it"
S102011,no_useful_information,all good
S103449,client_requested,"client asked us to stay for the deliverry, ok'd by centre mgmt.."
S105682,no_useful_information,all quiet
S106607,absence_cover,"wroked through, Mabaso at the clinic"
S102744,client_requested,Client requested deep clean before the audit - approved !
S103824,no_useful_information,nothing to report
S107616,no_useful_information,-
S106424,absence_cover,covering for molefe - booked off sick
S106137,late_handover,"waited 45 min for handover, ob book not signed"
S102719,equipment_failure,"machine down agn, took twice as long"
S101504,cover_unspecified,"took Sithole shift as well, 2 posts 1 guard"
S102874,absence_cover,"Ngcobo didnt come in, covered the post"
S105098,unclear_or_mixed,"requessted by centre management for load in, signed off"
S105180,cover_unspecified,"took Baloyi shift as well, 2 posts 1 guard"
S107046,late_handover,"waited 40 min for handover, OB book not signed"
S102676,absence_cover,"worked through, motaung at the clinic !"
S105322,unclear_or_mixed,extra hours approved by client for the event setup
S107350,unclear_or_mixed,Centre manager requested additional cover for stocktake
S107707,relief_problem,no relief. stayed. someone must pls sort the roster
S106277,absence_cover,"Fourie didnt come in, covered the post"
S108049,client_requested,"client wanted extra man on the gate for the event, approved"
S101735,no_useful_information,as per normal
S103842,cover_unspecified,"took Radebe shift as well, 2 posts 1 guard"
S100398,absence_cover,"double duty today, adams on family responsibility leave"
S100319,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S108777,no_useful_information,no incidents
S106576,relief_problem,"control room says relief coming, nobody came"
S108538,no_useful_information,nothing to report
S106370,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107336,client_requested,"client wanted extra man on the gate for the event, approved"
S106801,cover_unspecified,"took Sibiya shift as well, 2 posts 1 gurad !"
S100331,late_handover,"late handover, waitting on paperwork.."
S101887,unclear_or_mixed,extra hrs approved by client for the event setup..
S100525,unclear_or_mixed,"requested by centre management for load in, signed off"
S102246,relief_problem,"next shift akafikanga, ngihlale kuze kube six"
S108330,no_useful_information,ok
S105314,unclear_or_mixed,"khumalo didnt comme in, covered the post"
S103111,unclear_or_mixed,"requested by centre management for load in, signed off"
S106974,cover_unspecified,covering for wyk - booked off sck
S102866,relief_problem,"aflos het nie opgedaag nie, moes aanbly"
S101384,unclear_or_mixed,stod in for Sithole
S106096,absence_cover,"ufourie akezanga namhlanje, ngimele yena"
S107944,unclear_or_mixed,"requested by centre management for load in, signed off"
S101166,client_requested,klient het ekstra ure gevra vir stocktake
S104424,no_useful_information,all quiet
S102408,unclear_or_mixed,"wated 40 min for handover, OB book not signed"
S106818,no_useful_information,.
S107060,cover_unspecified,Covered for Botha again - 3rd time this month..
S100307,unclear_or_mixed,"additional cover requested by site mgr, signed off"
S103057,no_useful_information,no incidents
S106569,absence_cover,"gedek vir Mokoena, siek gemeld.."
S100134,late_handover,"waited 20 min for handover, OB book not signed"
S100649,client_requested,Client requested deep clean before the audit - approved
S102054,client_requested,kllient het ekstra ure gevra vir stocktake
S106281,cover_unspecified,Covred for Mavuso again - 3rd time this month
S105582,equipment_failure,"generator fault, stayed to monitor"
S103702,cover_unspecified,stood in for Mokoena
S100773,no_useful_information,as per normal
S103475,no_useful_information,all good
S101458,absence_cover,"COVERING MAHLANGU POST, NO SHOW NO CALL"
S108745,late_handover,"late handover, waiting on paperwork"
S108265,relief_problem,no relief. stayed. someone mut please sort the roster
S107404,no_useful_information,n/a
S107077,cover_unspecified,stood in for Sibiya
S105755,equipment_failure,"lift out of order, everything carried up stairs, took loong"
S106286,late_handover,"late handover, waiting on paperwork"
S106440,relief_problem,"next shift akafikanga, ngihlale kuze kube six"
S102086,no_useful_information,all quiet
S103486,absence_cover,"worked through, Wyk at the clinic"
S103158,late_handover,"waited 25 min for handover, OB book not signed"
S102971,unclear_or_mixed,extra hours approved by client for the event setup
S101051,no_useful_information,fine
S105647,client_requested,Client asked for extra patrol after the break-in Tuesday
S101820,absence_cover,"covering Ngcobo post, no show no call"
S101768,equipment_failure,"generator fault, stayed to monitor"
S106091,absence_cover,"worked through, mavuso at the clinic"
S105295,no_useful_information,n/a
S107709,relief_problem,no relief. stayed. someone must please sort the roster
S107617,unclear_or_mixed,"handover lae again, keys missing"
S103039,late_handover,"waited 50 min for handover, OB book not signed"
S101609,absence_cover,"covering Cele post, no show no call"
S109137,unclear_or_mixed,extra hours approved by client for the event setup
S105287,no_useful_information,as per normal
S105958,no_useful_information,quiet shift
S109346,no_useful_information,all good
S108892,absence_cover,"worked through, Sibiya at the clinic"
S107950,late_handover,"handover late again, keys missiing"
S108035,client_requested,"client wanted extra man on the gate for the event, approved"
S102930,unclear_or_mixed,"additional cover requested by site manager, signed off"
S107017,no_useful_information,niks om te rapporteer nie
S101524,relief_problem,"control room says relief coming, nobody camme"
S106728,unclear_or_mixed,"nexxt shift akafikanga, ngihlale kuze kube 06h00"
S106394,client_requested,klient het ekstrra ure gevra vir stocktake
S104415,cover_unspecified,Covered for Mthembu agn - 3rd time this month
S103765,unclear_or_mixed,"extra patrol per client email, approved by office"
S100558,unclear_or_mixed,"requested by centre management for load in, signed off"
S103614,unclear_or_mixed,"additional cover requested by site manager, signed off"
S105922,cover_unspecified,Covered for Wyk again - 3rd time this month..
S106407,absence_cover,Naidoo off sick. again. covered.
S101313,no_useful_information,sharp
S106100,late_handover,"waited 50 min for handover, ob book not signed"
S101614,relief_problem,"aflos het nie opgedaag ne, moes aanbly"
S105641,unclear_or_mixed,"double dutty today, molefe on fmaily responsibility leave.."
S104433,equipment_failure,"lift out of order, everything carried up stairs, took long"
S100057,no_useful_information,sharp
S101497,no_useful_information,n/a
S105204,equipment_failure,"buffer machine kaput, did the floor by hand"
S108450,unclear_or_mixed,"extra patrol per client email, approved by office"
S105609,client_requested,Client asked for extra patrol after the break-in Tuesday
S100795,no_useful_information,-
S104407,relief_problem,"relief only arrived 0600, stayed until then"
S105854,no_useful_information,ntr
S107175,no_useful_information,no incidents
S107368,unclear_or_mixed,"client says sttay till six, dont know if office approved"
S101748,unclear_or_mixed,Centre manager requested additional cover for stocktake
S104326,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S108683,unclear_or_mixed,"additional cover requested by site manager, signed off"
S105737,no_useful_information,fine
S109177,no_useful_information,ok
S107873,absence_cover,Sibiya off sick. agn. covered.
S100114,late_handover,"waited 25 min for handover, ob book not signed"
S103831,absence_cover,"uWyk akezanga namhlanje, ngimele yena"
S102079,no_useful_information,all good
S104665,unclear_or_mixed,Client asekd for extra patrol after the break-in Tuesday
S105651,unclear_or_mixed,"oorhandiging was lata, gewag vir sleutels"
S100389,unclear_or_mixed,"masjien is stukkedn, alles met die hand gedoen.."
S107711,late_handover,SHIFT HANDOVER DELAYED BY 40 MIN
S108496,no_useful_information,no incidents
S106753,cover_unspecified,"took botha shift as well, 2 posts 1 guard"
S103779,relief_problem,"control room says relief coming, nobody came"
S105658,client_requested,Client requested deep clean befre the audit - approved
S106880,unclear_or_mixed,"extra patrol per client email, approved by ofice"
S100276,late_handover,"late handover, waiting on paperwork"
S106220,client_requested,Client requested deep clean before the audit - approved
S107418,no_useful_information,all quiet
S104901,equipment_failure,"generator fault, stayed to monitor"
S107297,relief_problem,double shift because relief never pitched
S108899,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S102709,no_useful_information,-
S107372,absence_cover,"uNgcobo akezanga namhlanje, ngimele ynea"
S109370,relief_problem,"still on site, relief was suppose to come 06:00"
S109272,equipment_failure,"generator fault, stayed to monitor"
S103799,relief_problem,"relief never arrived, stayed on till 06h00"
S104108,relief_problem,next shift guard did not pitch. had to cover..
S102977,absence_cover,"gedek vir Mthembu, siek gemeld !"
S103868,unclear_or_mixed,"requested by centre management for load in, signed off"
S107802,no_useful_information,.
S104312,no_useful_information,.
S107243,absence_cover,"worked through, Sibiya at the clinic"
S100325,client_requested,klient het ekstra ure gevra vir stocktake
S101773,client_requested,"client says stay till 06h00, dont know if office approved"
S108846,late_handover,"handover late agn, keys missing"
S101203,absence_cover,"gedek vir Mthembu, siek gemeld"
S106597,client_requested,"client says stay till 06h00, dont know if office approved"
S101888,relief_problem,no relief. stayed. someone mut please sort the roster..
S107461,relief_problem,"aflos het nie opgedaag nie, moes aanly"
S106344,absence_cover,"umaluleke akezanga namhlanje, ngimele yeena"
S109397,no_useful_information,fine
S105504,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S102288,unclear_or_mixed,extra hrs approved by client for the event setup
S104628,absence_cover,Covering for Adams - booked off sick
S106519,relief_problem,no relief. stayed. someone must please sort the roster
S104644,no_useful_information,niks om te rapporteer nie
S100172,absence_cover,"uSibiya akezanga namhlanje, ngimele yena"
S108096,relief_problem,RELIEF NO SHOW AGAIN
S103599,late_handover,shift handover deelayed by 40 min !
S108176,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S105643,late_handover,"handover late again, keys missing"
S101740,unclear_or_mixed,extra hrs approved by client for the event setup
S102995,no_useful_information,as per normal
S104319,absence_cover,"Tshabalala absent, took her rounds as well"
S106228,unclear_or_mixed,"extra patrol per client email, approved by office"
S107960,absence_cover,"covering Naidoo post, no show no call"
S104406,late_handover,"oorhandiging was laat, gewag vir sleutels"
S103004,unclear_or_mixed,"requested by centre managemennt for load in, signed off !"
S104421,equipment_failure,"scrubber broke down, had to do the floor manually"
S103392,relief_problem,"next shift akafikanga, ngihlale kuze kube 6.."
S101089,equipment_failure,"masjien is stukkend, ales met die hand gedoen !"
S107862,equipment_failure,"lift out of order, everything carried up stairs, took long"
S100345,absence_cover,"uMahlangu akezanga namhlanje, ngimele yena"
S106623,absence_cover,"double duty today, Hendricks on family responsibility leave"
S108674,client_requested,"client says stay till 0600, dont know if office approved"
S108192,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S104689,absence_cover,"Maluleke didnt come in, covered the post"
S104878,unclear_or_mixed,"double duty today, Jacobs on family responsibility leae.."
S108196,client_requested,"client wanted extra man on the gate for the event, approved !"
S107497,absence_cover,"double duty today, Motaung on family responsibility leave"
S103401,relief_problem,no relief. stayed. someone must please sort the roster
S100710,relief_problem,"no replacment sent, ngicela sort this out"
S105319,absence_cover,"double duty today, Sibiya on family responsibility leave"
S103592,relief_problem,"relief only arrived sxi, stayed until then.."
S108446,client_requested,kliennt het ekstra ure gevra vir stocktake
S107986,unclear_or_mixed,"extra patrol per client email, approved by office"
S106383,absence_cover,"ungcobo akezanga namhlanje, ngimele yena"
S109100,client_requested,"client wanted extra man on the gate for the event, approved"
S104885,late_handover,"late handover, waiting on paperwork !"
S103044,relief_problem,double shift bc relief never pitched
S105817,no_useful_information,ok
S103443,equipment_failure,"lift out of order, everything carried up stairs, took long"
S105267,equipment_failure,"bfufer machine kaput, did the floor by hand"
S106432,late_handover,"oorhandiging was laat, gewag vir sleutels"
S107698,relief_problem,"no replacement sent, ngicela sort this out"
S106374,unclear_or_mixed,Centre mgr requested additional cvoer for stocktake
S107985,cover_unspecified,stood in for zulu
S105143,equipment_failure,"lift out of order, everything caried up stairs, took long"
S105302,unclear_or_mixed,"double duty today, Fourie on famiy responsibility leave"
S101859,client_requested,klient het ekstra ure gevra vir stocktake
S100868,no_useful_information,ntr
S100269,relief_problem,no relief. stayed. someone must please sort the roster
S108858,absence_cover,"botha didnt come in, covered the post.."
S108494,client_requested,"client says stay till 6, dont kow if office approved"
S100283,late_handover,"oorhandiging was laat, gewag vir sleutles !"
S108586,unclear_or_mixed,"handover latte again, keys missing"
S100771,cover_unspecified,Covered for Fourie again - 3rd time this month..
S105780,no_useful_information,ntr
S104883,no_useful_information,ok
S107995,cover_unspecified,stood in for mabaso
S106316,unclear_or_mixed,extra hrs appproved by client for the event setup
S103446,equipment_failure,"generator fault, stayed to monitor"
S100535,unclear_or_mixed,"generator falut, stayed to monitor"
S107049,equipment_failure,"lift out of order, everything carried up stairs, took long"
S102839,relief_problem,"aflos het nie opgedaag nie, moes aanblly"
S103610,relief_problem,no relief. stayed. someone must please sort the roster
S104382,no_useful_information,niks om te rapporteer nie
S108357,absence_cover,"covering Ndlovu post, no show no call"
S103685,equipment_failure,"generator fault, stayd to monitor"
S106148,late_handover,"handover late again, keys missing"
S102498,no_useful_information,ntr
S107042,absence_cover,"covering Molefe post, no show no call"
S104646,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S101526,absence_cover,"worked throuugh, September at the clinic"
S107967,unclear_or_mixed,"waited for releif, nobody came through"
S107549,no_useful_information,
S105630,late_handover,shift handover delayed by 30 min
S105327,absence_cover,Covering for Botha - booked off sick
S108130,unclear_or_mixed,"additional cover requested by site mgr, signed off"
S106201,no_useful_information,-
S106899,absence_cover,"uMokoena akezanga namhlanje, ngimele yena"
S107524,absence_cover,"double duty today, Sibiya on family responsibility leave"
S103153,absence_cover,"worked through, Sibiya at the clinic"
S104338,absence_cover,"Nkosi didnt come in, covered the post"
S100724,client_requested,"client wanted extra man on the gate for the evvent, approved !"
S104648,no_useful_information,.
S104083,absence_cover,"september absent, took her rounds as well"
S107344,late_handover,"handover late agn, keys missing"
S103612,unclear_or_mixed,shift hadnover delayed by 30 min
S102378,client_requested,"client waned extra man on the gate for the event, approved"
S106888,late_handover,"oorhandiging was laat, gewag vir sleutels"
S105165,unclear_or_mixed,"aflos het nie opgedaga niie, moes anbly"
S105888,client_requested,klient het ekstra ure gevra vir stocktake..
S102710,absence_cover,"tshabalala absent, took her rounds as well"
S106661,late_handover,"waited 30 min for handover, OB book not signed.."
S102302,absence_cover,"gedek vir Adams, siek gemeld"
S107989,relief_problem,"control room says relief comin, nobody came"
S105809,relief_problem,"control room says relief coming, nobody came !"
S103143,cover_unspecified,stood in for Baloyi
S102309,no_useful_information,all good
S107728,cover_unspecified,stood in for Maluleke
S107898,relief_problem,"relief only arrived 6am, stayed until then"
S106422,late_handover,"late handover, waiiting on paperwork"
S106283,unclear_or_mixed,extra hrs approved by client for the event setup
S106415,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S106276,no_useful_information,nothing to report
S103020,absence_cover,Botha off sick. agn. covered.
S108204,client_requested,klient het ekstra ure gevra vir stocktake
S101096,cover_unspecified,"tok Botha shift as well, 2 posts 1 guard"
S105634,unclear_or_mixed,"requested by centre management for load in, signed off"
S101833,absence_cover,"uhendrciks akezanga namhlanje, ngimele yena.."
S108364,unclear_or_mixed,"additional cover requested by site manager, signed off"
S103068,unclear_or_mixed,"Wyk didnt coome in, covered the post"
S101059,absence_cover,"WORKED THROUGH, SIBIYA AT THE CLINIC.."
S100360,equipment_failure,"gate motor failed, manned it by hand tilll 0600.."
S102441,absence_cover,covering for maluleke - booked off sick
S105488,no_useful_information,akukho lutho
S107400,no_useful_information,all fine
S102824,relief_problem,"control room says relief coming, nobody came"
S107235,no_useful_information,nothing to report
S106874,absence_cover,"baloyi didnt come in, covered the post"
S106788,unclear_or_mixed,"additional cover requested by site mgr, signed off"
S107521,relief_problem,"relief only arrived 06:00, stayyed until then"
S107155,no_useful_information,quiet shift
S107308,no_useful_information,all good
S107072,relief_problem,"still on site, relief was suppose to come six !"
S101898,absence_cover,"Sibiya didnt come in, covered the post"
S104077,cover_unspecified,"took Ngcobo shift as well, 2 posts 1 guard"
S102140,equipment_failure,"scrubber broke down, had to do the floor manually"
S106906,relief_problem,next shift guard did not pitch. had to cover..
S106659,absence_cover,"Wyk absent, took her rounds as well"
S108596,no_useful_information,all fine
S109349,no_useful_information,n/a
S104858,absence_cover,Covering for Ngcobo - booked off sick
S100523,relief_problem,relief no show AGAIN
S104204,absence_cover,"covering molefe post, no show no call"
S103595,absence_cover,"umolefe akezanga namhlanje, ngimele yena"
S108047,no_useful_information,all quiet
S109308,absence_cover,"uZulu akezanga namhlanje, ngimele yena"
S105050,cover_unspecified,stood in for Pillay..
S106433,unclear_or_mixed,extra hrs approved by client for the event setup
S103585,relief_problem,no relief. stayed. someone must pls sort the roster
S100972,no_useful_information,all quiet
S102704,no_useful_information,ntr
S105748,absence_cover,"Mavuso didnt come in, covered the post.."
S109111,no_useful_information,
S102010,late_handover,shift hanndover delayed by 30 min
S105626,absence_cover,"covering Mahlangu post, no show no call"
S101392,late_handover,"handover late again, keys missing"
S107771,no_useful_information,-
S104924,absence_cover,"Naidoo absent, tok her roudns as well"
S100849,no_useful_information,no issues on site
S107541,no_useful_information,fine
S103960,relief_problem,"no replacement sent, ngicela sort this out"
S102399,absence_cover,"worked through, Molefe at the clinic"
S104498,unclear_or_mixed,"requested by centre management for load in, signed off"
S100311,relief_problem,no relief. stayed. someone must please sort the roster..
S107355,absence_cover,Covering for Naidoo - booked off sick..
S105207,no_useful_information,sharp
S102913,no_useful_information,quiet shift
S104834,no_useful_information,n/a
S104231,late_handover,"oorhandiging was laat, gewag vir sleutels"
S104030,relief_problem,"waited for relief, nobody came through"
S100774,unclear_or_mixed,Centre manager requested additional cover for stocktake
S101839,no_useful_information,quiet shift
S102944,no_useful_information,n/a
S103411,unclear_or_mixed,ceentre manager rqeuested additional cover for stocktake
S108179,absence_cover,"Motaung didnt come in, covered the post"
S106154,late_handover,"waited 20 min for handover, ob book not signed !"
S106133,cover_unspecified,stood in for Wyk
S103061,equipment_failure,"generator fault, stayed to monitor.."
S100584,relief_problem,"still on site, reelief was suppose to come 06:00"
S101099,late_handover,"oorhandiging was laat, gewag vir sleutels"
S105363,absence_cover,"uJacobs akezanga namhlanje, ngimele yena"
S103710,late_handover,shift handover delayed by 20 min
S108037,equipment_failure,"lift out of order, everything carried up stairs, took long"
S105002,client_requested,Clint requsted deep clean before the audit - approved
S100043,no_useful_information,nothing to report
S102847,unclear_or_mixed,etxra hrs approved by client for the event setup
S106613,no_useful_information,sharp
S105431,cover_unspecified,stood in for Nkosi
S107244,late_handover,"waited 25 min for handover, OB book not signed"
S107699,no_useful_information,no incidents
S106140,no_useful_information,sharp
S106965,unclear_or_mixed,"requested by centre maangement for load in, signed off"
S108481,no_useful_information,ntr
S106021,client_requested,Client asked for extra patrol after the break-in Tuesdaay
S107465,no_useful_information,fine
S104653,equipment_failure,"buffer machine kaput, did the floor by hand"
S103535,no_useful_information,all quiet
S101987,no_useful_information,quiet shift
S108585,absence_cover,"worked through, Adams at the clinic"
S108003,absence_cover,"covering Hendrricks post, no show no call"
S108898,absence_cover,"ujacobs akezanga namhlanje, ngimele yena"
S100600,absence_cover,Covering for Mavuso - booked off sick
S102555,absence_cover,"gedek vir molefe, siek gemeld.."
S104010,cover_unspecified,"took Ndlovu shift as well, 2 psots 1 guard"
S103664,no_useful_information,.
S100894,client_requested,"cliennt says stay till 6, dont know if office approved.."
S109246,no_useful_information,fine
S103010,unclear_or_mixed,Centre mgr requested additional cover for stocktake..
S102008,absence_cover,"worked through, Naidoo at the clinic"
S106263,equipment_failure,"gate motor failed, manned it by hand till 06:00"
S100576,cover_unspecified,Covered for Mokoena agn - 3rd time this month
S100488,no_useful_information,fine
S107977,late_handover,"late hanover, wating on paperwork"
S100274,no_useful_information,n/a
S103348,unclear_or_mixed,Centre manager requested additional cover for stocktake
S103560,no_useful_information,all good
S103409,cover_unspecified,covered for khumalo again - 3rd time this month
S108084,late_handover,"late handover, waiting on paperwork"
S102102,no_useful_information,as per normal
S102296,no_useful_information,n/a
S102234,no_useful_information,no incidents
